transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id
TXN287730052509,2023-05-10,12:39:57,Wednesday,OTP Sharing,Electricity Bill Disconnection,12900,Google Pay,P2P,mb7000@apl
TXN197479832680,2025-02-12,17:04:12,Wednesday,Fake UPI App,Prize/Lottery Win,7200,PhonePe,P2M,mb8585@okhdfcbank
TXN294506512744,2023-06-28,09:37:40,Wednesday,Remote Access Scam,Refund Processing,22900,Paytm,Collect Request,txn3300@ibl
TXN850807134230,2024-01-05,20:11:18,Friday,Vishing,Electricity Bill Disconnection,2400,Google Pay,P2P,txn4398@ibl
TXN467114459611,2024-09-07,18:16:13,Saturday,QR Code Swap,Job Offer/Part-time Work,750,PhonePe,P2P,txn2641@okicici
TXN218141496875,2024-07-22,15:48:01,Monday,QR Code Swap,Refund Processing,9850,Google Pay,P2P,acct7977@ybl
TXN292770822769,2023-09-15,14:59:19,Friday,Social Engineering,Impersonation of Known Person,84350,PhonePe,P2P,txn6038@okhdfcbank
TXN947826044125,2024-06-21,07:15:09,Friday,OTP Sharing,Prize/Lottery Win,16150,Google Pay,P2P,txn5639@axl
TXN818909091622,2023-06-13,11:42:47,Tuesday,Remote Access Scam,Electricity Bill Disconnection,1750,Google Pay,P2P,pay7974@okicici
TXN632625717625,2025-02-20,19:02:16,Thursday,Remote Access Scam,Loan Offer,2650,Google Pay,P2P,acct7921@okaxis
TXN901503260846,2025-01-09,08:51:51,Thursday,Social Engineering,Customer Care Impersonation,8900,PhonePe,P2P,acct8125@okaxis
TXN290046404645,2023-08-03,20:29:23,Thursday,Phishing,Prize/Lottery Win,8050,Google Pay,P2M,user9765@okhdfcbank
TXN382380214225,2024-06-15,21:22:29,Saturday,OTP Sharing,Loan Offer,4150,PhonePe,P2M,user8101@okhdfcbank
TXN244556628194,2024-12-21,14:54:50,Saturday,Vishing,Prize/Lottery Win,16150,PhonePe,P2M,txn5375@paytm
TXN528092214959,2023-11-13,10:45:20,Monday,Vishing,Impersonation of Known Person,10000,PhonePe,P2P,txn7601@okaxis
TXN513324968984,2024-10-26,23:05:13,Saturday,SIM Swap,Prize/Lottery Win,7500,PhonePe,P2M,mb3157@axl
TXN642900899916,2024-05-10,10:07:36,Friday,Vishing,Refund Processing,49050,PhonePe,Collect Request,acct5690@paytm
TXN281462113811,2024-01-21,00:53:21,Sunday,SIM Swap,Electricity Bill Disconnection,5800,PhonePe,P2M,mb8731@okhdfcbank
TXN806523043344,2024-10-17,14:12:54,Thursday,Social Engineering,Refund Processing,4950,Paytm,P2P,user6427@okicici
TXN898100769028,2023-04-08,18:43:43,Saturday,QR Code Swap,KYC Update Required,8850,PhonePe,P2M,user6953@axl
TXN423593328257,2023-08-06,08:54:16,Sunday,SIM Swap,Customer Care Impersonation,5900,PhonePe,P2P,acct6417@paytm
TXN335582903916,2023-08-22,09:18:01,Tuesday,Vishing,Loan Offer,3500,Google Pay,P2P,mb5963@okicici
TXN473940265051,2024-04-07,17:47:55,Sunday,Money Mule,Job Offer/Part-time Work,4550,Google Pay,P2M,pay6067@oksbi
TXN688245834109,2024-12-14,19:50:07,Saturday,OTP Sharing,Delivery Agent Scam,3900,Google Pay,Collect Request,mb2301@okaxis
TXN738926552621,2023-12-07,10:47:11,Thursday,OTP Sharing,Refund Processing,7000,BHIM,P2P,acct8606@okhdfcbank
TXN374880033478,2025-01-09,07:30:07,Thursday,QR Code Swap,Investment Scheme,5800,Google Pay,P2M,acct5435@paytm
TXN475565677096,2024-08-07,14:41:19,Wednesday,Vishing,Impersonation of Known Person,7800,PhonePe,Collect Request,mb3992@oksbi
TXN956489103116,2024-02-09,14:20:49,Friday,Fake Collect Request,Customer Care Impersonation,1100,PhonePe,P2P,txn4747@ybl
TXN382250960057,2023-08-27,11:46:22,Sunday,Fake UPI App,Digital Arrest Threat,3250,Google Pay,P2P,txn7119@okaxis
TXN746850871858,2024-02-28,15:47:12,Wednesday,SIM Swap,Loan Offer,8600,PhonePe,P2M,acct1971@okhdfcbank
TXN250417708169,2024-10-02,12:59:18,Wednesday,Phishing,Refund Processing,650,PhonePe,P2P,user6143@ibl
TXN459910864516,2024-02-23,13:29:23,Friday,Vishing,Customer Care Impersonation,7100,PhonePe,P2P,mb9061@ybl
TXN734142643521,2023-06-17,15:35:49,Saturday,Phishing,Loan Offer,1550,Google Pay,Collect Request,txn8439@apl
TXN435892831579,2024-11-09,11:39:53,Saturday,Vishing,Customer Care Impersonation,1150,Google Pay,P2P,pay2653@okaxis
TXN330811167830,2024-10-05,11:04:20,Saturday,Fake UPI App,Prize/Lottery Win,46550,PhonePe,Collect Request,acct1806@paytm
TXN119142470621,2023-10-28,18:37:52,Saturday,Phishing,Customer Care Impersonation,83200,Google Pay,P2P,user7226@axl
TXN269731189169,2024-04-04,22:53:04,Thursday,QR Code Swap,KYC Update Required,14950,Google Pay,Collect Request,pay8697@okaxis
TXN129133918088,2024-04-15,16:52:10,Monday,QR Code Swap,KYC Update Required,1550,PhonePe,Collect Request,txn1466@paytm
TXN383050727000,2023-05-18,14:48:38,Thursday,OTP Sharing,Customer Care Impersonation,700,Amazon Pay,P2P,pay6290@apl
TXN733580279811,2024-08-17,18:54:36,Saturday,Phishing,Refund Processing,750,Google Pay,P2M,txn3157@ibl
TXN544860692989,2024-11-14,18:54:02,Thursday,SIM Swap,Delivery Agent Scam,20350,PhonePe,P2P,acct4519@paytm
TXN239772489895,2024-06-24,08:17:41,Monday,SIM Swap,Customer Care Impersonation,36050,Paytm,P2M,user4721@paytm
TXN677804362127,2025-03-30,11:55:22,Sunday,Vishing,Job Offer/Part-time Work,2350,Google Pay,Collect Request,user9735@ibl
TXN890858612875,2023-09-18,12:06:43,Monday,Phishing,Investment Scheme,6850,Paytm,P2M,txn1005@okhdfcbank
TXN541920517361,2024-12-18,15:04:03,Wednesday,SIM Swap,Delivery Agent Scam,1500,BHIM,P2P,user3487@oksbi
TXN221356243873,2024-03-01,00:07:33,Friday,Vishing,Electricity Bill Disconnection,1800,Google Pay,P2M,acct7978@okicici
TXN378469771979,2024-09-17,08:46:38,Tuesday,Remote Access Scam,Electricity Bill Disconnection,32900,BHIM,P2P,txn2361@okaxis
TXN841225980190,2024-11-20,14:37:27,Wednesday,OTP Sharing,Electricity Bill Disconnection,1950,Google Pay,Collect Request,mb7911@axl
TXN480890634949,2024-07-15,15:33:02,Monday,Remote Access Scam,Electricity Bill Disconnection,20300,PhonePe,P2P,txn5074@ybl
TXN438566615952,2024-07-13,17:40:16,Saturday,SIM Swap,Delivery Agent Scam,1650,PhonePe,P2P,user2481@axl
TXN199637312553,2024-04-26,09:54:45,Friday,QR Code Swap,Job Offer/Part-time Work,3800,PhonePe,P2P,user7629@ybl
TXN339708676028,2024-03-28,12:58:24,Thursday,Phishing,Prize/Lottery Win,69250,PhonePe,Collect Request,pay1203@ybl
TXN864324181290,2024-06-23,12:35:36,Sunday,Phishing,Loan Offer,1550,BHIM,P2M,pay6270@oksbi
TXN815365440842,2024-09-01,17:34:20,Sunday,Phishing,Customer Care Impersonation,13750,Google Pay,Collect Request,user6695@paytm
TXN747171348958,2023-06-06,22:17:36,Tuesday,Vishing,Prize/Lottery Win,25900,Paytm,Collect Request,txn1111@okaxis
TXN477301132545,2024-12-19,06:26:46,Thursday,Phishing,Loan Offer,1750,PhonePe,Collect Request,pay2570@ybl
TXN436659952875,2023-12-15,14:11:16,Friday,QR Code Swap,Electricity Bill Disconnection,4650,Google Pay,P2P,user7141@okhdfcbank
TXN443314980856,2023-10-04,14:22:06,Wednesday,Fake UPI App,Job Offer/Part-time Work,44650,Google Pay,P2M,txn2765@ibl
TXN627942210356,2023-07-12,14:38:09,Wednesday,Money Mule,Job Offer/Part-time Work,39900,PhonePe,P2P,mb2618@apl
TXN947342045877,2024-10-28,15:34:33,Monday,Vishing,Customer Care Impersonation,6650,PhonePe,P2M,user9643@okaxis
TXN602934875310,2024-11-22,18:36:34,Friday,Phishing,KYC Update Required,2200,PhonePe,Collect Request,pay4630@ibl
TXN567817191363,2023-10-29,15:39:00,Sunday,Phishing,Refund Processing,4800,Google Pay,Collect Request,mb6074@oksbi
TXN382351549231,2024-05-30,19:24:17,Thursday,Fake UPI App,KYC Update Required,1500,PhonePe,P2M,acct5666@apl
TXN585944448426,2023-07-21,18:25:52,Friday,Social Engineering,KYC Update Required,700,Amazon Pay,P2M,mb1672@apl
TXN762480563971,2023-05-15,15:09:21,Monday,Fake UPI App,Refund Processing,2700,PhonePe,P2P,mb5715@apl
TXN179652670491,2024-02-20,06:43:04,Tuesday,QR Code Swap,KYC Update Required,6400,Paytm,P2M,user8805@axl
TXN602693945494,2023-11-30,17:39:16,Thursday,Vishing,Refund Processing,338550,Paytm,P2P,acct9871@oksbi
TXN703285605914,2023-10-31,22:26:56,Tuesday,QR Code Swap,Job Offer/Part-time Work,17250,Google Pay,P2P,acct7140@ybl
TXN721398574914,2024-07-25,08:41:28,Thursday,Vishing,Electricity Bill Disconnection,22700,PhonePe,Collect Request,pay7584@oksbi
TXN435922328033,2024-07-23,10:47:08,Tuesday,SIM Swap,KYC Update Required,9350,Google Pay,P2P,user6946@ibl
TXN246198016777,2024-03-12,17:18:19,Tuesday,Phishing,Electricity Bill Disconnection,6250,PhonePe,P2M,acct8746@axl
TXN838564356050,2024-11-21,17:52:23,Thursday,Social Engineering,Refund Processing,6500,Google Pay,P2P,pay6254@ybl
TXN824817671838,2023-04-17,16:37:26,Monday,Money Mule,Investment Scheme,3050,Paytm,P2M,acct2314@ibl
TXN191339663037,2024-12-30,00:36:01,Monday,Vishing,Delivery Agent Scam,1450,Google Pay,P2P,acct2389@ibl
TXN218820004286,2023-08-10,19:06:15,Thursday,Phishing,Loan Offer,2650,PhonePe,P2M,mb2998@okaxis
TXN654845040247,2023-10-08,07:05:00,Sunday,QR Code Swap,Prize/Lottery Win,6700,Google Pay,P2M,user2303@okicici
TXN851482435008,2024-10-07,15:12:44,Monday,Phishing,Electricity Bill Disconnection,13100,PhonePe,P2M,txn5611@okicici
TXN595291608392,2024-08-18,11:46:03,Sunday,Fake Collect Request,Refund Processing,11300,BHIM,P2M,txn8871@ibl
TXN517972144791,2024-02-15,15:47:12,Thursday,Vishing,Digital Arrest Threat,1900,Paytm,Collect Request,pay7544@ibl
TXN173469759984,2023-09-02,15:11:13,Saturday,Phishing,Investment Scheme,2600,PhonePe,Collect Request,txn8810@ybl
TXN328690300453,2024-08-19,19:26:31,Monday,Phishing,Job Offer/Part-time Work,2650,Google Pay,P2M,txn4824@ibl
TXN639143961424,2024-03-14,15:21:44,Thursday,Phishing,Delivery Agent Scam,1150,Google Pay,P2M,acct5358@okhdfcbank
TXN763991581013,2024-01-08,17:23:54,Monday,SIM Swap,Refund Processing,6850,PhonePe,P2P,user5843@okaxis
TXN599391103461,2024-01-15,10:24:27,Monday,OTP Sharing,KYC Update Required,34750,Google Pay,P2M,txn4240@paytm
TXN162327312864,2024-02-25,22:07:03,Sunday,Fake UPI App,Refund Processing,8000,PhonePe,P2P,pay9137@okhdfcbank
TXN350228036034,2023-07-14,14:45:15,Friday,Phishing,Job Offer/Part-time Work,3450,PhonePe,P2M,pay1925@apl
TXN482282808566,2024-08-03,05:14:48,Saturday,Vishing,Delivery Agent Scam,800,Google Pay,P2P,user7031@apl
TXN545688827887,2023-09-03,14:58:40,Sunday,SIM Swap,Prize/Lottery Win,4300,Google Pay,P2P,pay4028@okhdfcbank
TXN646347124701,2023-10-28,09:36:47,Saturday,SIM Swap,Prize/Lottery Win,21050,PhonePe,P2M,acct6363@paytm
TXN308932000332,2024-08-04,15:18:50,Sunday,Money Mule,KYC Update Required,33150,PhonePe,P2P,acct7108@okhdfcbank
TXN626405067331,2024-01-30,18:57:07,Tuesday,Vishing,Impersonation of Known Person,2850,Google Pay,Collect Request,user3511@oksbi
TXN150037151638,2023-05-01,05:27:53,Monday,QR Code Swap,Refund Processing,550,Google Pay,P2P,mb8132@apl
TXN644985948120,2024-01-19,12:38:23,Friday,QR Code Swap,Electricity Bill Disconnection,6350,Google Pay,P2P,mb7681@ibl
TXN863751208644,2023-08-19,11:22:41,Saturday,QR Code Swap,Prize/Lottery Win,24100,Paytm,Collect Request,acct2339@axl
TXN345270234753,2023-05-13,14:36:00,Saturday,Vishing,Delivery Agent Scam,6350,PhonePe,P2P,acct3551@oksbi
TXN494900229484,2024-08-20,08:04:44,Tuesday,Remote Access Scam,KYC Update Required,3650,BHIM,P2P,acct1173@ybl
TXN516729201130,2023-10-31,11:39:37,Tuesday,Social Engineering,Loan Offer,9850,PhonePe,P2P,user8986@okhdfcbank
TXN587505822916,2023-07-04,07:46:53,Tuesday,OTP Sharing,Job Offer/Part-time Work,39900,PhonePe,P2P,user9225@okicici
TXN946867184268,2024-09-30,16:03:16,Monday,Fake Collect Request,Customer Care Impersonation,18050,PhonePe,P2M,acct1718@ybl
TXN405086717756,2025-02-28,15:31:14,Friday,OTP Sharing,KYC Update Required,24950,BHIM,P2M,acct7918@okhdfcbank
TXN427050537850,2025-02-09,12:25:32,Sunday,Social Engineering,Digital Arrest Threat,29500,Google Pay,P2P,pay7401@okaxis
TXN662030167406,2023-04-13,08:42:17,Thursday,Fake Collect Request,Customer Care Impersonation,800,PhonePe,P2M,pay2114@paytm
TXN971660983787,2023-12-09,16:26:53,Saturday,Fake Collect Request,Prize/Lottery Win,67200,PhonePe,P2P,mb7660@okicici
TXN523001826409,2024-08-22,18:27:38,Thursday,Phishing,Refund Processing,650,PhonePe,P2P,mb3248@paytm
TXN942622559053,2024-03-16,14:39:40,Saturday,Phishing,Prize/Lottery Win,7200,Paytm,P2P,mb3281@ybl
TXN260380089368,2024-10-18,11:51:29,Friday,Fake Collect Request,Refund Processing,2000,Google Pay,P2M,txn2180@ybl
TXN983733005202,2024-05-07,00:12:51,Tuesday,Social Engineering,Refund Processing,39900,Google Pay,P2P,user1672@okhdfcbank
TXN705688975688,2024-09-30,10:50:06,Monday,Social Engineering,Loan Offer,6700,PhonePe,Collect Request,mb6189@oksbi
TXN524555754325,2024-10-06,16:10:05,Sunday,Fake Collect Request,Electricity Bill Disconnection,7200,PhonePe,P2P,acct4496@oksbi
TXN850326186045,2025-03-30,13:09:47,Sunday,Social Engineering,Delivery Agent Scam,49600,Paytm,P2M,acct3758@axl
TXN381051331226,2024-03-27,12:15:45,Wednesday,Vishing,KYC Update Required,4450,Google Pay,P2M,txn4744@ybl
TXN305797493516,2023-09-09,09:54:37,Saturday,OTP Sharing,Impersonation of Known Person,6600,Google Pay,P2P,pay7708@ybl
TXN684883194333,2023-11-24,20:39:03,Friday,Fake Collect Request,Investment Scheme,24300,Google Pay,Collect Request,user8578@apl
TXN882155962475,2024-09-28,21:15:50,Saturday,Phishing,KYC Update Required,33900,PhonePe,P2P,pay3655@okaxis
TXN239585263297,2023-04-01,11:33:51,Saturday,QR Code Swap,Refund Processing,19000,BHIM,Collect Request,user4389@okhdfcbank
TXN633662227618,2023-07-28,16:26:24,Friday,Vishing,Customer Care Impersonation,3300,Google Pay,P2M,acct8640@paytm
TXN462291153376,2023-08-12,12:03:15,Saturday,Remote Access Scam,Customer Care Impersonation,28300,PhonePe,P2M,pay6084@apl
TXN901217515084,2023-08-28,18:35:17,Monday,Phishing,Refund Processing,9250,Google Pay,P2P,mb9289@okhdfcbank
TXN276378107365,2025-02-05,17:46:46,Wednesday,OTP Sharing,Impersonation of Known Person,900,PhonePe,P2P,user5350@paytm
TXN407874428834,2023-09-17,21:31:07,Sunday,Phishing,Job Offer/Part-time Work,3400,BHIM,P2P,mb5018@oksbi
TXN552530608738,2024-01-04,11:32:19,Thursday,QR Code Swap,Job Offer/Part-time Work,16650,PhonePe,Collect Request,acct7869@ibl
TXN367518341296,2023-09-14,16:59:42,Thursday,Phishing,Impersonation of Known Person,2250,PhonePe,P2P,mb3701@ibl
TXN831678819537,2023-06-24,08:05:50,Saturday,SIM Swap,Digital Arrest Threat,1400,Google Pay,P2M,mb2433@okaxis
TXN872132363439,2023-07-12,05:37:05,Wednesday,Money Mule,Refund Processing,6600,PhonePe,P2P,mb2574@paytm
TXN259419385522,2023-05-03,12:21:42,Wednesday,Phishing,Delivery Agent Scam,8700,Google Pay,P2P,user8355@okicici
TXN303536606385,2024-03-06,17:37:15,Wednesday,OTP Sharing,Loan Offer,2500,Google Pay,P2P,acct8594@axl
TXN300664240999,2024-02-29,18:45:27,Thursday,OTP Sharing,Customer Care Impersonation,99250,Google Pay,Collect Request,acct1629@okaxis
TXN894414943048,2024-03-11,00:30:49,Monday,Fake UPI App,Customer Care Impersonation,6750,Google Pay,P2P,mb9964@ybl
TXN381662081479,2024-01-17,11:26:37,Wednesday,Fake Collect Request,Impersonation of Known Person,17800,Paytm,P2M,acct5347@okaxis
TXN708430601575,2023-11-14,22:28:15,Tuesday,Vishing,Job Offer/Part-time Work,2300,Google Pay,P2P,txn2898@oksbi
TXN862538456066,2024-10-10,16:00:43,Thursday,QR Code Swap,Electricity Bill Disconnection,3000,Google Pay,P2P,mb2123@okhdfcbank
TXN697813492143,2023-12-02,07:49:50,Saturday,SIM Swap,Customer Care Impersonation,2750,Google Pay,P2M,txn1298@okhdfcbank
TXN352306355987,2024-03-16,09:52:44,Saturday,Fake Collect Request,Delivery Agent Scam,7900,PhonePe,Collect Request,acct8501@axl
TXN709868758900,2023-05-13,05:12:00,Saturday,Fake Collect Request,Investment Scheme,1850,Google Pay,Collect Request,txn2962@okaxis
TXN457707017893,2024-10-01,19:18:02,Tuesday,Fake UPI App,Refund Processing,1100,Google Pay,Collect Request,pay2524@okicici
TXN429243172232,2023-07-26,07:16:49,Wednesday,Vishing,Delivery Agent Scam,31000,PhonePe,P2P,user7613@okaxis
TXN791935869243,2025-02-02,11:47:03,Sunday,Phishing,KYC Update Required,1700,Google Pay,P2P,user8705@oksbi
TXN775379444078,2023-12-01,23:00:43,Friday,Fake Collect Request,Electricity Bill Disconnection,5000,PhonePe,P2P,user7884@ybl
TXN886881838614,2023-07-27,12:12:47,Thursday,Vishing,Prize/Lottery Win,900,PhonePe,P2M,user1225@axl
TXN577917750435,2024-07-01,08:46:41,Monday,SIM Swap,Investment Scheme,35650,PhonePe,P2M,user5130@okaxis
TXN398030335767,2023-06-02,19:53:03,Friday,SIM Swap,KYC Update Required,6650,PhonePe,P2P,pay8870@oksbi
TXN369765650983,2023-11-27,16:24:14,Monday,Money Mule,Electricity Bill Disconnection,6200,Google Pay,P2P,mb9682@okicici
TXN784926399593,2023-08-31,22:20:49,Thursday,OTP Sharing,Customer Care Impersonation,9650,Google Pay,P2M,pay5012@ibl
TXN908401889043,2024-07-26,18:34:21,Friday,QR Code Swap,KYC Update Required,4300,PhonePe,P2P,pay4579@ibl
TXN867756870798,2023-04-12,21:26:07,Wednesday,Money Mule,Prize/Lottery Win,8700,Google Pay,P2P,user9020@oksbi
TXN315646317568,2023-06-30,14:14:59,Friday,Fake Collect Request,KYC Update Required,1950,Google Pay,P2P,pay5833@paytm
TXN332604838756,2024-12-24,08:07:46,Tuesday,Social Engineering,Delivery Agent Scam,1800,PhonePe,P2M,user3518@axl
TXN588744586006,2025-03-17,19:17:45,Monday,Fake Collect Request,Investment Scheme,9350,Paytm,Collect Request,txn6172@ybl
TXN977168903647,2023-10-18,12:24:49,Wednesday,Fake Collect Request,Impersonation of Known Person,44050,PhonePe,P2M,pay4940@okaxis
TXN188247517418,2023-12-04,14:05:21,Monday,Fake Collect Request,Prize/Lottery Win,1050,PhonePe,Collect Request,txn8551@okicici
TXN794871874438,2023-05-04,18:49:01,Thursday,SIM Swap,Job Offer/Part-time Work,24150,Google Pay,Collect Request,mb1423@okicici
TXN654224225564,2025-02-17,08:58:32,Monday,OTP Sharing,Refund Processing,14250,Google Pay,P2M,acct8656@okaxis
TXN146083279772,2025-02-06,10:15:24,Thursday,Vishing,Customer Care Impersonation,3500,PhonePe,P2P,mb1645@paytm
TXN683751489031,2023-12-03,12:54:39,Sunday,Fake Collect Request,KYC Update Required,5150,Paytm,P2M,user5286@ybl
TXN930731714158,2024-08-23,20:15:33,Friday,Phishing,Loan Offer,13100,PhonePe,P2P,pay7033@apl
TXN311715401083,2024-02-12,22:16:05,Monday,QR Code Swap,Loan Offer,1300,PhonePe,P2M,user2386@paytm
TXN417988817193,2024-01-12,20:32:36,Friday,Remote Access Scam,Prize/Lottery Win,5200,Google Pay,P2M,user5773@oksbi
TXN845738923675,2024-03-29,09:33:16,Friday,Fake Collect Request,Electricity Bill Disconnection,29000,PhonePe,P2P,pay9070@oksbi
TXN129293175298,2023-11-18,05:26:54,Saturday,Phishing,Customer Care Impersonation,650,Google Pay,P2P,user2748@ibl
TXN181853250700,2023-08-09,20:33:59,Wednesday,Phishing,KYC Update Required,7750,PhonePe,Collect Request,txn2161@okhdfcbank
TXN142665251122,2024-10-04,11:14:25,Friday,Fake Collect Request,Impersonation of Known Person,2100,PhonePe,P2M,txn3130@apl
TXN197098161351,2024-04-10,16:49:50,Wednesday,Vishing,Loan Offer,8250,Google Pay,P2P,user7328@okicici
TXN224727318468,2023-11-04,08:11:49,Saturday,Phishing,Electricity Bill Disconnection,36650,PhonePe,P2P,pay5980@apl
TXN738079504673,2023-10-16,11:15:30,Monday,Fake UPI App,Loan Offer,49150,PhonePe,P2P,user5740@ybl
TXN424365432448,2024-07-07,23:37:51,Sunday,Phishing,Investment Scheme,21550,Google Pay,Collect Request,pay9769@ibl
TXN546911844970,2023-08-29,11:06:18,Tuesday,Phishing,KYC Update Required,7550,BHIM,Collect Request,mb1376@apl
TXN931338823148,2025-01-15,08:48:26,Wednesday,Remote Access Scam,Electricity Bill Disconnection,1400,Amazon Pay,P2P,user5664@okaxis
TXN571624956304,2023-08-24,21:36:39,Thursday,QR Code Swap,KYC Update Required,800,PhonePe,P2M,user3387@oksbi
TXN170391448610,2023-08-02,10:12:49,Wednesday,Vishing,Investment Scheme,6950,PhonePe,Collect Request,user2913@axl
TXN589409048227,2023-06-23,17:52:39,Friday,Vishing,Refund Processing,51650,Google Pay,P2P,acct3353@okaxis
TXN719166659283,2024-01-02,02:31:28,Tuesday,QR Code Swap,Customer Care Impersonation,2650,Google Pay,P2M,mb2094@ybl
TXN186335957518,2025-02-19,14:04:12,Wednesday,Phishing,Refund Processing,2350,Google Pay,P2P,mb3676@okaxis
TXN149436227305,2024-06-06,10:32:42,Thursday,Vishing,Electricity Bill Disconnection,4250,PhonePe,P2P,user8064@ybl
TXN384298425502,2024-07-06,09:16:53,Saturday,Phishing,Impersonation of Known Person,5900,PhonePe,P2M,mb7879@okicici
TXN872173305287,2024-08-16,19:43:38,Friday,QR Code Swap,Prize/Lottery Win,24200,Paytm,Collect Request,mb9922@axl
TXN825305947908,2024-08-02,17:25:55,Friday,Social Engineering,Refund Processing,3650,PhonePe,P2M,txn1243@ibl
TXN238119005555,2025-03-04,10:36:09,Tuesday,SIM Swap,Electricity Bill Disconnection,6450,PhonePe,P2M,user6421@okaxis
TXN583848822926,2024-06-17,22:38:45,Monday,OTP Sharing,Job Offer/Part-time Work,7400,Google Pay,P2M,user6848@okicici
TXN655925382244,2024-07-02,12:12:34,Tuesday,SIM Swap,Loan Offer,5200,PhonePe,P2M,acct3521@okicici
TXN130229336163,2024-08-18,23:02:50,Sunday,OTP Sharing,Loan Offer,4150,Google Pay,P2P,user3751@ybl
TXN697836116516,2024-04-18,10:11:59,Thursday,Fake Collect Request,Electricity Bill Disconnection,3600,PhonePe,P2M,mb2689@ibl
TXN218130847451,2023-06-21,17:58:20,Wednesday,Phishing,Job Offer/Part-time Work,21850,PhonePe,P2P,mb7409@ibl
TXN630853667296,2024-09-13,10:24:54,Friday,Fake Collect Request,Refund Processing,1150,PhonePe,P2P,pay1768@oksbi
TXN451549770445,2024-01-01,19:05:53,Monday,Vishing,Loan Offer,2350,PhonePe,P2P,user1263@ybl
TXN254147171906,2023-06-29,05:22:11,Thursday,QR Code Swap,Loan Offer,6000,Google Pay,Collect Request,txn8014@axl
TXN294510619038,2024-05-30,19:28:34,Thursday,QR Code Swap,Refund Processing,2700,Amazon Pay,Collect Request,mb3111@ybl
TXN452211239974,2025-03-10,13:21:01,Monday,Phishing,Prize/Lottery Win,26300,PhonePe,P2M,txn8872@okaxis
TXN920981730260,2024-10-20,18:43:06,Sunday,Vishing,Job Offer/Part-time Work,4150,Amazon Pay,P2M,user3125@ibl
TXN556317720121,2024-01-20,09:04:33,Saturday,Phishing,Prize/Lottery Win,21600,PhonePe,P2P,txn9020@okicici
TXN201441164058,2023-04-25,14:49:30,Tuesday,QR Code Swap,Loan Offer,20900,PhonePe,P2P,mb8431@axl
TXN334568819406,2024-05-06,06:55:11,Monday,OTP Sharing,Loan Offer,92300,PhonePe,P2M,acct3804@okhdfcbank
TXN532968101839,2025-01-15,11:35:35,Wednesday,Phishing,Prize/Lottery Win,35650,Google Pay,Collect Request,txn5049@okaxis
TXN223346154816,2023-12-16,15:49:31,Saturday,Fake Collect Request,Job Offer/Part-time Work,12950,Google Pay,P2P,pay9033@ibl
TXN583479835557,2023-08-12,09:51:43,Saturday,SIM Swap,Investment Scheme,1250,Google Pay,P2P,txn4450@ibl
TXN331731070074,2023-11-29,16:25:59,Wednesday,Phishing,Prize/Lottery Win,22300,PhonePe,Collect Request,mb2533@okaxis
TXN225205973468,2025-02-08,03:19:12,Saturday,QR Code Swap,Customer Care Impersonation,9200,PhonePe,P2P,pay3578@okhdfcbank
TXN923014406546,2025-02-05,08:07:38,Wednesday,SIM Swap,Loan Offer,5950,PhonePe,P2P,pay1606@ybl
TXN250246476555,2024-04-24,11:34:00,Wednesday,OTP Sharing,KYC Update Required,4700,Google Pay,P2P,pay5697@axl
TXN702837383722,2025-03-18,20:22:46,Tuesday,Vishing,Electricity Bill Disconnection,23300,PhonePe,P2M,txn9841@ibl
TXN124012357589,2023-11-04,20:16:04,Saturday,Social Engineering,Customer Care Impersonation,10400,PhonePe,P2M,acct4738@okicici
TXN565439447306,2025-01-25,22:06:21,Saturday,Vishing,Refund Processing,60400,PhonePe,P2M,txn2063@ibl
TXN402359849362,2024-01-17,13:11:15,Wednesday,Vishing,Delivery Agent Scam,12250,PhonePe,P2M,user9011@okicici
TXN417270218442,2024-10-09,01:06:51,Wednesday,OTP Sharing,Customer Care Impersonation,2450,BHIM,P2M,txn9694@ybl
TXN585068196637,2024-05-15,09:45:12,Wednesday,Phishing,Electricity Bill Disconnection,6500,PhonePe,P2M,txn8167@axl
TXN378803203815,2024-03-27,15:33:15,Wednesday,Fake UPI App,Digital Arrest Threat,17800,PhonePe,P2P,user1321@ybl
TXN537711180656,2024-10-17,07:45:36,Thursday,SIM Swap,Refund Processing,45700,Google Pay,P2M,mb9670@paytm
TXN908359812364,2024-07-18,15:43:07,Thursday,Fake UPI App,Customer Care Impersonation,4300,BHIM,P2P,mb5736@okhdfcbank
TXN980353360188,2023-06-08,17:58:16,Thursday,Phishing,Investment Scheme,4700,PhonePe,Collect Request,user4853@ibl
TXN672759877171,2024-11-19,13:09:57,Tuesday,Phishing,Job Offer/Part-time Work,51450,BHIM,Collect Request,mb4819@paytm
TXN398888620722,2023-04-12,14:03:51,Wednesday,Phishing,Customer Care Impersonation,8450,Google Pay,Collect Request,pay7938@apl
TXN859386638930,2024-05-06,15:42:59,Monday,Fake UPI App,KYC Update Required,5400,PhonePe,Collect Request,mb4672@ibl
TXN110496669989,2024-07-15,15:54:51,Monday,OTP Sharing,Delivery Agent Scam,6500,PhonePe,P2M,pay6538@okhdfcbank
TXN678759278255,2024-03-30,15:15:52,Saturday,OTP Sharing,Job Offer/Part-time Work,4250,Google Pay,P2P,acct2116@axl
